ano;mes;campo_pai;subconta;valor
2021;mar;despesas administrativas;Consertos e Reparos 421021-1;1659,0
2021;mar;despesas administrativas;Graficas e Impressos 421021-2;2956,3
2021;mar;despesas administrativas;Limpeza e Conservaca 421021-6;4061,34
2021;mar;despesas administrativas;Copa e Cozinha 421021-7;653,57
2021;mar;despesas administrativas;Mensalidades de Asso 421021-8;3749,2
2021;mar;despesas comerciais;Brindes e Doacoes 421021-9;195,0
2021;mar;despesas administrativas;Jornais e Revistas 421022-0;21,8
2021;mar;despesas administrativas;Despesas Medicas e H 421022-2;325,73
2021;mar;Ativo NC;Imobilizado de Baixo 421023-0;3197,9
2021;mar;despesas financeiras líquidas;Juros Pagos a Fornec 421040-1;19133,4
2021;jun;disponibilidades saldo;Caixa Cofre 111010-1;41370,15
2021;jun;disponibilidades saldo;Caixa Retaguarda 111010-3;8029,26
2021;jun;disponibilidades saldo;Caixa Custodia 111010-4;4999,92
2021;jun;disponibilidades saldo;C/C Banco Itaú 16526 111020-1;-1403916,94
2021;jun;disponibilidades saldo;C/C Banco Bradesco 2 111020-8;2696583,85
2021;jun;disponibilidades saldo;c/c Banco Itaú 19465 111021-0;27,6
2021;jun;disponibilidades saldo;BANCO ITAU 16526-9 A 111021-6;712528,5
2021;jun;disponibilidades saldo;BANCO ITAU 16526-9 A 111021-7;813679,7
2021;jun;contas a receber saldo;Duplicatas a Receber 112010-1;547785,78
2021;jun;contas a receber saldo;Cartoes a Receber 112010-2;5999218,72
2021;jun;Outros AC;Adiantamento a Forne 112060-1;80757,12
2021;jun;Outros AC;Adiantamento a Funci 112060-2;24953,05
2021;jun;Outros AC;Adiantamentos a fuci 112060-5;30,9
2021;jun;Ativo NC;Maquinas Equipamento 132010-3;433320,32
2021;jun;Ativo NC;Moveis Utensilios 132010-4;87041,25
2021;jun;Ativo NC;Veiculos 132010-5;164811,0
2021;jun;despesas com depreciações e amortizações;(-) Depreciacao Acum 132010-6;-297769,26
2021;jun;contas a pagar de fornecedores saldo;Fornecedores de Merc 211010-1;2354577,69
2021;jun;contas a pagar de fornecedores saldo;Outros Fornecedores 211010-2;77444,45
2021;jun;Outros AC;Adiantamentos de Cli 211030-1;64765,18
2021;jun;Outros AC;Adiantamento de Cart 211030-6;4724,7
2021;jun;Outros PC;Provisoes 13 Salari 211080-2;22338,62
2021;jun;Outros PC;Provisoes Encargos 211080-3;43193,01
2021;jun;receita bruta de vendas;Venda Balcao a Vista 311010-1;3547513,76
2021;jun;receita bruta de vendas;Venda Balcao a Prazo 311010-2;2803329,28
2021;jun;receita bruta de vendas;Venda Tele-Vendas a 311010-3;1235,33
2021;jun;receita bruta de vendas;Vendas de Servicos a 311020-1;53822,42
2021;jun;receita bruta de vendas;Vendas de Servicos a 311020-2;172001,49
2021;jun;despesas financeiras líquidas;Juros Recebidos 312010-1;17705,9
2021;jun;receita bruta de vendas;Venda de Bem Imobili 321010-1;92000,0
2021;jun;CMV (custo da mercadoria vendida);Custo da Mercadoria 411020-1;4114177,88
2021;jun;Outros PC;Salarios 421010-1;228621,41
2021;jun;despesas comerciais;Comissoes sobre resu 421010-6;5267,53
2021;jun;receita bruta de vendas;Fretes S/Vendas 421010-8;76,87
2021;jun;despesas administrativas;Energia Eletrica 421011-2;14036,33
2021;jun;Outros PC;Despesa Salario Fami 421012-0;3845,25
2021;jun;Ativo NC;Aluguel de máquinas 421012-4;670,0
2021;jun;despesas administrativas;Honorarios Contabeis 421020-2;7875,0
2021;jun;despesas administrativas;Honorarios Juridicos 421020-3;3300,0
2021;jun;despesas administrativas;Material de Consumo 421020-4;7576,96
2021;jun;despesas administrativas;Telefone 421020-6;8362,09
2021;jun;despesas administrativas;Agua 421020-7;4049,82
2021;jun;despesas administrativas;Combustiveis 421020-9;1064,04
2021;jun;despesas administrativas;Seguros 421021-0;1325,52
2021;jun;despesas administrativas;Consertos e Reparos 421021-1;12606,23
2021;jun;despesas administrativas;Graficas e Impressos 421021-2;2929,1
2021;jun;despesas administrativas;Limpeza e Conservaca 421021-6;4119,8
2021;jun;despesas administrativas;Copa e Cozinha 421021-7;848,05
2021;jun;despesas administrativas;Mensalidades de Asso 421021-8;4157,54
2021;jun;despesas comerciais;Brindes e Doacoes 421021-9;185,0
2021;jun;despesas administrativas;Jornais e Revistas 421022-0;10,9
2021;jun;despesas administrativas;Despesas Medicas e H 421022-2;392,36
2021;jun;Ativo NC;Imobilizado de Baixo 421023-0;5750,8
2021;jun;despesas financeiras líquidas;Juros Pagos a Fornec 421040-1;7802,66
