ano;mes;campo_pai;subconta;valor
2024;jul;Outros AC;Impostos a Recuperar;100701,0
2024;ago;Outros AC;Impostos a Recuperar;101507,0
2024;set;Outros AC;Impostos a Recuperar;102319,0
2024;out;Outros AC;Impostos a Recuperar;103137,0
2024;nov;Outros AC;Impostos a Recuperar;103962,0
2024;dez;Outros AC;Impostos a Recuperar;104794,0
2025;jan;Outros AC;Impostos a Recuperar;105633,0
2025;fev;Outros AC;Impostos a Recuperar;106478,0
2025;mar;Outros AC;Impostos a Recuperar;107329,0
2025;abr;Outros AC;Impostos a Recuperar;108188,0
2025;mai;Outros AC;Impostos a Recuperar;109054,0
2025;jun;Outros AC;Impostos a Recuperar;109926,0
2025;jul;Outros AC;Impostos a Recuperar;110805,0
2025;ago;Outros AC;Impostos a Recuperar;111692,0
2025;set;Outros AC;Impostos a Recuperar;112585,0
2025;out;Outros AC;Impostos a Recuperar;113486,0
2025;nov;Outros AC;Impostos a Recuperar;114394,0
2025;dez;Outros AC;Impostos a Recuperar;115309,0
2026;jan;Outros AC;Impostos a Recuperar;116232,0
2026;fev;Outros AC;Impostos a Recuperar;117161,0
2026;mar;Outros AC;Impostos a Recuperar;118099,0
2026;abr;Outros AC;Impostos a Recuperar;119043,0
2026;mai;Outros AC;Impostos a Recuperar;119996,0
2026;jun;Outros AC;Impostos a Recuperar;120956,0
2026;jul;Outros AC;Impostos a Recuperar;121923,0
2026;ago;Outros AC;Impostos a Recuperar;122899,0
2026;set;Outros AC;Impostos a Recuperar;123882,0
2026;out;Outros AC;Impostos a Recuperar;124873,0
2026;nov;Outros AC;Impostos a Recuperar;125872,0
2026;dez;Outros AC;Impostos a Recuperar;126879,0
2024;jan;Ativo NC;Imobilizado;3360000,0
2024;fev;Ativo NC;Imobilizado;3386880,0
2024;mar;Ativo NC;Imobilizado;3413975,0
2024;abr;Ativo NC;Imobilizado;3441287,0
2024;mai;Ativo NC;Imobilizado;3468817,0
2024;jun;Ativo NC;Imobilizado;3496568,0
2024;jul;Ativo NC;Imobilizado;3524540,0
2024;ago;Ativo NC;Imobilizado;3552737,0
2024;set;Ativo NC;Imobilizado;3581158,0
2024;out;Ativo NC;Imobilizado;3609808,0
2024;nov;Ativo NC;Imobilizado;3638686,0
2024;dez;Ativo NC;Imobilizado;3667796,0
2025;jan;Ativo NC;Imobilizado;3697138,0
2025;fev;Ativo NC;Imobilizado;3726715,0
2025;mar;Ativo NC;Imobilizado;3756529,0
2025;abr;Ativo NC;Imobilizado;3786581,0
2025;mai;Ativo NC;Imobilizado;3816874,0
2025;jun;Ativo NC;Imobilizado;3847409,0
2025;jul;Ativo NC;Imobilizado;3878188,0
2025;ago;Ativo NC;Imobilizado;3909213,0
2025;set;Ativo NC;Imobilizado;3940487,0
2025;out;Ativo NC;Imobilizado;3972011,0
2025;nov;Ativo NC;Imobilizado;4003787,0
2025;dez;Ativo NC;Imobilizado;4035817,0
2026;jan;Ativo NC;Imobilizado;4068104,0
2026;fev;Ativo NC;Imobilizado;4100649,0
2026;mar;Ativo NC;Imobilizado;4133454,0
2026;abr;Ativo NC;Imobilizado;4166522,0
2026;mai;Ativo NC;Imobilizado;4199854,0
2026;jun;Ativo NC;Imobilizado;4233453,0
2026;jul;Ativo NC;Imobilizado;4267320,0
2026;ago;Ativo NC;Imobilizado;4301459,0
2026;set;Ativo NC;Imobilizado;4335871,0
2026;out;Ativo NC;Imobilizado;4370557,0
2026;nov;Ativo NC;Imobilizado;4405522,0
2026;dez;Ativo NC;Imobilizado;4440766,0
2024;jan;contas a pagar de fornecedores saldo;Fornecedores;920000,0
2024;fev;contas a pagar de fornecedores saldo;Fornecedores;927360,0
2024;mar;contas a pagar de fornecedores saldo;Fornecedores;934779,0
2024;abr;contas a pagar de fornecedores saldo;Fornecedores;942257,0
2024;mai;contas a pagar de fornecedores saldo;Fornecedores;949795,0
2024;jun;contas a pagar de fornecedores saldo;Fornecedores;957394,0
2024;jul;contas a pagar de fornecedores saldo;Fornecedores;965053,0
2024;ago;contas a pagar de fornecedores saldo;Fornecedores;972773,0
2024;set;contas a pagar de fornecedores saldo;Fornecedores;980555,0
2024;out;contas a pagar de fornecedores saldo;Fornecedores;988400,0
2024;nov;contas a pagar de fornecedores saldo;Fornecedores;996307,0
2024;dez;contas a pagar de fornecedores saldo;Fornecedores;1004277,0
2025;jan;contas a pagar de fornecedores saldo;Fornecedores;1012312,0
2025;fev;contas a pagar de fornecedores saldo;Fornecedores;1020410,0
2025;mar;contas a pagar de fornecedores saldo;Fornecedores;1028573,0
2025;abr;contas a pagar de fornecedores saldo;Fornecedores;1036802,0
2025;mai;contas a pagar de fornecedores saldo;Fornecedores;1045096,0
2025;jun;contas a pagar de fornecedores saldo;Fornecedores;1053457,0
2025;jul;contas a pagar de fornecedores saldo;Fornecedores;1061885,0
2025;ago;contas a pagar de fornecedores saldo;Fornecedores;1070380,0
2025;set;contas a pagar de fornecedores saldo;Fornecedores;1078943,0
2025;out;contas a pagar de fornecedores saldo;Fornecedores;1087574,0
2025;nov;contas a pagar de fornecedores saldo;Fornecedores;1096275,0
2025;dez;contas a pagar de fornecedores saldo;Fornecedores;1105045,0
2026;jan;contas a pagar de fornecedores saldo;Fornecedores;1113886,0
2026;fev;contas a pagar de fornecedores saldo;Fornecedores;1122797,0
2026;mar;contas a pagar de fornecedores saldo;Fornecedores;1131779,0
2026;abr;contas a pagar de fornecedores saldo;Fornecedores;1140833,0
2026;mai;contas a pagar de fornecedores saldo;Fornecedores;1149960,0
2026;jun;contas a pagar de fornecedores saldo;Fornecedores;1159160,0
2026;jul;contas a pagar de fornecedores saldo;Fornecedores;1168433,0
2026;ago;contas a pagar de fornecedores saldo;Fornecedores;1177780,0
2026;set;contas a pagar de fornecedores saldo;Fornecedores;1187203,0
2026;out;contas a pagar de fornecedores saldo;Fornecedores;1196700,0
2026;nov;contas a pagar de fornecedores saldo;Fornecedores;1206274,0
2026;dez;contas a pagar de fornecedores saldo;Fornecedores;1215924,0
2024;jan;Outros PC;Salários e Encargos;224000,0
2024;fev;Outros PC;Salários e Encargos;225792,0
2024;mar;Outros PC;Salários e Encargos;227598,0
2024;abr;Outros PC;Salários e Encargos;229419,0
2024;mai;Outros PC;Salários e Encargos;231254,0
2024;jun;Outros PC;Salários e Encargos;233105,0
2024;jul;Outros PC;Salários e Encargos;234969,0
2024;ago;Outros PC;Salários e Encargos;236849,0
2024;set;Outros PC;Salários e Encargos;238744,0
2024;out;Outros PC;Salários e Encargos;240654,0
2024;nov;Outros PC;Salários e Encargos;242579,0
2024;dez;Outros PC;Salários e Encargos;244520,0
2025;jan;Outros PC;Salários e Encargos;246476,0
2025;fev;Outros PC;Salários e Encargos;248448,0
2025;mar;Outros PC;Salários e Encargos;250435,0
2025;abr;Outros PC;Salários e Encargos;252439,0
2025;mai;Outros PC;Salários e Encargos;254458,0
2025;jun;Outros PC;Salários e Encargos;256494,0
2025;jul;Outros PC;Salários e Encargos;258546,0
2025;ago;Outros PC;Salários e Encargos;260614,0
2025;set;Outros PC;Salários e Encargos;262699,0
2025;out;Outros PC;Salários e Encargos;264801,0
2025;nov;Outros PC;Salários e Encargos;266919,0
2025;dez;Outros PC;Salários e Encargos;269054,0
2026;jan;Outros PC;Salários e Encargos;271207,0
2026;fev;Outros PC;Salários e Encargos;273377,0
2026;mar;Outros PC;Salários e Encargos;275564,0
2026;abr;Outros PC;Salários e Encargos;277768,0
2026;mai;Outros PC;Salários e Encargos;279990,0
2026;jun;Outros PC;Salários e Encargos;282230,0
2026;jul;Outros PC;Salários e Encargos;284488,0
2026;ago;Outros PC;Salários e Encargos;286764,0
2026;set;Outros PC;Salários e Encargos;289058,0
2026;out;Outros PC;Salários e Encargos;291370,0
2026;nov;Outros PC;Salários e Encargos;293701,0
2026;dez;Outros PC;Salários e Encargos;296051,0
2024;jan;Outros PC;Impostos a Recolher;272000,0
2024;fev;Outros PC;Impostos a Recolher;274176,0
2024;mar;Outros PC;Impostos a Recolher;276369,0
2024;abr;Outros PC;Impostos a Recolher;278580,0
2024;mai;Outros PC;Impostos a Recolher;280809,0
2024;jun;Outros PC;Impostos a Recolher;283055,0
2024;jul;Outros PC;Impostos a Recolher;285320,0
2024;ago;Outros PC;Impostos a Recolher;287602,0
2024;set;Outros PC;Impostos a Recolher;289903,0
2024;out;Outros PC;Impostos a Recolher;292223,0
2024;nov;Outros PC;Impostos a Recolher;294560,0
2024;dez;Outros PC;Impostos a Recolher;296917,0
2025;jan;Outros PC;Impostos a Recolher;299292,0
2025;fev;Outros PC;Impostos a Recolher;301686,0
2025;mar;Outros PC;Impostos a Recolher;304100,0
2025;abr;Outros PC;Impostos a Recolher;306533,0
2025;mai;Outros PC;Impostos a Recolher;308985,0
2025;jun;Outros PC;Impostos a Recolher;311457,0
2025;jul;Outros PC;Impostos a Recolher;313949,0
2025;ago;Outros PC;Impostos a Recolher;316460,0
2025;set;Outros PC;Impostos a Recolher;318992,0
2025;out;Outros PC;Impostos a Recolher;321544,0
2025;nov;Outros PC;Impostos a Recolher;324116,0
2025;dez;Outros PC;Impostos a Recolher;326709,0
2026;jan;Outros PC;Impostos a Recolher;329323,0
2026;fev;Outros PC;Impostos a Recolher;331957,0
2026;mar;Outros PC;Impostos a Recolher;334613,0
2026;abr;Outros PC;Impostos a Recolher;337290,0
2026;mai;Outros PC;Impostos a Recolher;339988,0
2026;jun;Outros PC;Impostos a Recolher;342708,0
2026;jul;Outros PC;Impostos a Recolher;345450,0
2026;ago;Outros PC;Impostos a Recolher;348213,0
2026;set;Outros PC;Impostos a Recolher;350999,0
2026;out;Outros PC;Impostos a Recolher;353807,0
2026;nov;Outros PC;Impostos a Recolher;356637,0
2026;dez;Outros PC;Impostos a Recolher;359491,0
2024;jan;Passivos Financeiros;Empréstimos CP;600000,0
2024;fev;Passivos Financeiros;Empréstimos CP;604800,0
2024;mar;Passivos Financeiros;Empréstimos CP;609638,0
2024;abr;Passivos Financeiros;Empréstimos CP;614516,0
2024;mai;Passivos Financeiros;Empréstimos CP;619432,0
2024;jun;Passivos Financeiros;Empréstimos CP;624387,0
2024;jul;Passivos Financeiros;Empréstimos CP;629382,0
2024;ago;Passivos Financeiros;Empréstimos CP;634417,0
2024;set;Passivos Financeiros;Empréstimos CP;639493,0
2024;out;Passivos Financeiros;Empréstimos CP;644609,0
2024;nov;Passivos Financeiros;Empréstimos CP;649765,0
2024;dez;Passivos Financeiros;Empréstimos CP;654964,0
2025;jan;Passivos Financeiros;Empréstimos CP;660203,0
2025;fev;Passivos Financeiros;Empréstimos CP;665485,0
2025;mar;Passivos Financeiros;Empréstimos CP;670809,0
2025;abr;Passivos Financeiros;Empréstimos CP;676175,0
2025;mai;Passivos Financeiros;Empréstimos CP;681585,0
2025;jun;Passivos Financeiros;Empréstimos CP;687037,0
2025;jul;Passivos Financeiros;Empréstimos CP;692534,0
2025;ago;Passivos Financeiros;Empréstimos CP;698074,0
2025;set;Passivos Financeiros;Empréstimos CP;703658,0
2025;out;Passivos Financeiros;Empréstimos CP;709288,0
2025;nov;Passivos Financeiros;Empréstimos CP;714962,0
2025;dez;Passivos Financeiros;Empréstimos CP;720682,0
2026;jan;Passivos Financeiros;Empréstimos CP;726447,0
2026;fev;Passivos Financeiros;Empréstimos CP;732259,0
2026;mar;Passivos Financeiros;Empréstimos CP;738117,0
2026;abr;Passivos Financeiros;Empréstimos CP;744022,0
2026;mai;Passivos Financeiros;Empréstimos CP;749974,0
2026;jun;Passivos Financeiros;Empréstimos CP;755974,0
2026;jul;Passivos Financeiros;Empréstimos CP;762021,0
2026;ago;Passivos Financeiros;Empréstimos CP;768118,0
2026;set;Passivos Financeiros;Empréstimos CP;774263,0
2026;out;Passivos Financeiros;Empréstimos CP;780457,0
2026;nov;Passivos Financeiros;Empréstimos CP;786700,0
2026;dez;Passivos Financeiros;Empréstimos CP;792994,0
2024;jan;Passivo NC;Empréstimos LP;1760000,0
2024;fev;Passivo NC;Empréstimos LP;1774080,0
2024;mar;Passivo NC;Empréstimos LP;1788273,0
2024;abr;Passivo NC;Empréstimos LP;1802579,0
2024;mai;Passivo NC;Empréstimos LP;1816999,0
2024;jun;Passivo NC;Empréstimos LP;1831535,0
2024;jul;Passivo NC;Empréstimos LP;1846188,0
2024;ago;Passivo NC;Empréstimos LP;1860957,0
2024;set;Passivo NC;Empréstimos LP;1875845,0
2024;out;Passivo NC;Empréstimos LP;1890852,0
2024;nov;Passivo NC;Empréstimos LP;1905978,0
2024;dez;Passivo NC;Empréstimos LP;1921226,0
2025;jan;Passivo NC;Empréstimos LP;1936596,0
2025;fev;Passivo NC;Empréstimos LP;1952089,0
2025;mar;Passivo NC;Empréstimos LP;1967706,0
2025;abr;Passivo NC;Empréstimos LP;1983447,0
2025;mai;Passivo NC;Empréstimos LP;1999315,0
2025;jun;Passivo NC;Empréstimos LP;2015309,0
2025;jul;Passivo NC;Empréstimos LP;2031432,0
2025;ago;Passivo NC;Empréstimos LP;2047683,0
2025;set;Passivo NC;Empréstimos LP;2064065,0
2025;out;Passivo NC;Empréstimos LP;2080577,0
2025;nov;Passivo NC;Empréstimos LP;2097222,0
2025;dez;Passivo NC;Empréstimos LP;2114000,0
2026;jan;Passivo NC;Empréstimos LP;2130912,0
2026;fev;Passivo NC;Empréstimos LP;2147959,0
2026;mar;Passivo NC;Empréstimos LP;2165143,0
2026;abr;Passivo NC;Empréstimos LP;2182464,0
2026;mai;Passivo NC;Empréstimos LP;2199923,0
2026;jun;Passivo NC;Empréstimos LP;2217523,0
2026;jul;Passivo NC;Empréstimos LP;2235263,0
2026;ago;Passivo NC;Empréstimos LP;2253145,0
2026;set;Passivo NC;Empréstimos LP;2271170,0
2026;out;Passivo NC;Empréstimos LP;2289340,0
2026;nov;Passivo NC;Empréstimos LP;2307654,0
2026;dez;Passivo NC;Empréstimos LP;2326116,0
2024;jan;PL;Capital Social;2000000,0
2024;fev;PL;Capital Social;2016000,0
2024;mar;PL;Capital Social;2032128,0
2024;abr;PL;Capital Social;2048385,0
2024;mai;PL;Capital Social;2064772,0
2024;jun;PL;Capital Social;2081290,0
2024;jul;PL;Capital Social;2097941,0
2024;ago;PL;Capital Social;2114724,0
2024;set;PL;Capital Social;2131642,0
2024;out;PL;Capital Social;2148695,0
2024;nov;PL;Capital Social;2165885,0
2024;dez;PL;Capital Social;2183212,0
2025;jan;PL;Capital Social;2200677,0
2025;fev;PL;Capital Social;2218283,0
2025;mar;PL;Capital Social;2236029,0
2025;abr;PL;Capital Social;2253917,0
2025;mai;PL;Capital Social;2271949,0
2025;jun;PL;Capital Social;2290124,0
2025;jul;PL;Capital Social;2308445,0
2025;ago;PL;Capital Social;2326913,0
2025;set;PL;Capital Social;2345528,0
2025;out;PL;Capital Social;2364292,0
2025;nov;PL;Capital Social;2383207,0
2025;dez;PL;Capital Social;2402272,0
2026;jan;PL;Capital Social;2421490,0
2026;fev;PL;Capital Social;2440862,0
2026;mar;PL;Capital Social;2460389,0
2026;abr;PL;Capital Social;2480072,0
2026;mai;PL;Capital Social;2499913,0
2026;jun;PL;Capital Social;2519912,0
2026;jul;PL;Capital Social;2540072,0
2026;ago;PL;Capital Social;2560392,0
2026;set;PL;Capital Social;2580875,0
2026;out;PL;Capital Social;2601522,0
2026;nov;PL;Capital Social;2622334,0
2026;dez;PL;Capital Social;2643313,0
2024;jan;PL;Reservas;784000,0
2024;fev;PL;Reservas;790272,0
2024;mar;PL;Reservas;796594,0
2024;abr;PL;Reservas;802967,0
2024;mai;PL;Reservas;809391,0
2024;jun;PL;Reservas;815866,0
2024;jul;PL;Reservas;822393,0
2024;ago;PL;Reservas;828972,0
2024;set;PL;Reservas;835604,0
2024;out;PL;Reservas;842288,0
2024;nov;PL;Reservas;849027,0
2024;dez;PL;Reservas;855819,0
2025;jan;PL;Reservas;862666,0
2025;fev;PL;Reservas;869567,0
2025;mar;PL;Reservas;876523,0
2025;abr;PL;Reservas;883536,0
2025;mai;PL;Reservas;890604,0
2025;jun;PL;Reservas;897729,0
2025;jul;PL;Reservas;904911,0
2025;ago;PL;Reservas;912150,0
2025;set;PL;Reservas;919447,0
2025;out;PL;Reservas;926803,0
2025;nov;PL;Reservas;934217,0
2025;dez;PL;Reservas;941691,0
2026;jan;PL;Reservas;949224,0
2026;fev;PL;Reservas;956818,0
2026;mar;PL;Reservas;964473,0
2026;abr;PL;Reservas;972188,0
2026;mai;PL;Reservas;979966,0
2026;jun;PL;Reservas;987806,0
2026;jul;PL;Reservas;995708,0
2026;ago;PL;Reservas;1003674,0
2026;set;PL;Reservas;1011703,0
2026;out;PL;Reservas;1019797,0
2026;nov;PL;Reservas;1027955,0
2026;dez;PL;Reservas;1036179,0
2024;jan;PL;Lucros Acumulados;1040000,0
2024;fev;PL;Lucros Acumulados;1048320,0
2024;mar;PL;Lucros Acumulados;1056707,0
2024;abr;PL;Lucros Acumulados;1065160,0
2024;mai;PL;Lucros Acumulados;1073681,0
2024;jun;PL;Lucros Acumulados;1082271,0
2024;jul;PL;Lucros Acumulados;1090929,0
2024;ago;PL;Lucros Acumulados;1099657,0
2024;set;PL;Lucros Acumulados;1108454,0
2024;out;PL;Lucros Acumulados;1117321,0
2024;nov;PL;Lucros Acumulados;1126260,0
2024;dez;PL;Lucros Acumulados;1135270,0
2025;jan;PL;Lucros Acumulados;1144352,0
2025;fev;PL;Lucros Acumulados;1153507,0
2025;mar;PL;Lucros Acumulados;1162735,0
2025;abr;PL;Lucros Acumulados;1172037,0
2025;mai;PL;Lucros Acumulados;1181413,0
2025;jun;PL;Lucros Acumulados;1190865,0
2025;jul;PL;Lucros Acumulados;1200392,0
2025;ago;PL;Lucros Acumulados;1209995,0
2025;set;PL;Lucros Acumulados;1219675,0
2025;out;PL;Lucros Acumulados;1229432,0
2025;nov;PL;Lucros Acumulados;1239267,0
2025;dez;PL;Lucros Acumulados;1249182,0
2026;jan;PL;Lucros Acumulados;1259175,0
2026;fev;PL;Lucros Acumulados;1269248,0
2026;mar;PL;Lucros Acumulados;1279402,0
2026;abr;PL;Lucros Acumulados;1289638,0
2026;mai;PL;Lucros Acumulados;1299955,0
2026;jun;PL;Lucros Acumulados;1310354,0
2026;jul;PL;Lucros Acumulados;1320837,0
2026;ago;PL;Lucros Acumulados;1331404,0
2026;set;PL;Lucros Acumulados;1342055,0
